Date,Close,High,Low,Open,Volume
7/8/2022,250.7633362,254.9799957,241.1600037,242.3333282,101854200
7/11/2022,234.343338,253.0633392,233.6266632,252.1033325,99241200
7/12/2022,233.0700073,239.7733307,228.3699951,236.8466644,87930900
7/13/2022,237.0399933,242.0599976,225.0333405,225.5,97954500
7/14/2022,238.3133392,238.6533356,229.3333282,234.8966675,78557400
7/15/2022,240.0666656,243.6233368,236.8899994,240,69683100
7/18/2022,240.5466614,250.5166626,239.6033325,244.9366608,82537500
7/19/2022,245.5299988,247.1399994,236.9766693,245,80890200
7/20/2022,247.5,250.6633301,243.4833374,246.7833405,88864200
7/21/2022,271.706665,273.2666626,254.8666687,255.1066742,142032300
7/22/2022,272.2433472,280.7866821,270.7133179,276.2200012,103472700
7/25/2022,268.4333191,274.1466675,267.3999939,272.2166748,64073400
7/26/2022,258.8599854,267.3099976,256.2633362,266.5133362,66820800
7/27/2022,274.8200073,275.9266663,261.7900085,263.8099976,88110000
7/28/2022,280.8999939,283.2999878,272.7999878,280.0666809,84723000
7/29/2022,297.1499939,298.3200073,279.1000061,280.7000122,95313000
8/1/2022,297.2766724,311.8766785,295,301.2766724,117042900
8/2/2022,300.5866699,307.8333435,292.6666565,294.0033264,95577600
8/3/2022,307.3966675,309.5499878,301.1499939,305,80091000
8/4/2022,308.6333313,313.6066589,305,311,72256200
8/5/2022,288.1700134,304.6066589,285.543335,302.6700134,113172900
8/8/2022,290.4233398,305.2000122,289.0866699,295,98994000
8/9/2022,283.3333435,292.3966675,279.3533325,290.293335,86244600
8/10/2022,294.3566589,297.5100098,283.3699951,297.0666809,94918800
8/11/2022,286.6300049,298.2366638,285.8333435,296.5133362,70155000
8/12/2022,300.0299988,300.1600037,285.0333252,289.4166565,79657200
8/15/2022,309.3200073,313.1333313,301.230011,301.7866821,89359200
8/16/2022,306.563324,314.6666565,302.8833313,311.6666565,88136400
8/17/2022,303.9966736,309.6566772,300.0333252,303.3966675,68766000
8/18/2022,302.8699951,306.5,301.8533325,306,47500500
8/19/2022,296.6666565,300.3599854,292.5,299,61395300
8/22/2022,289.9133301,292.3999939,286.2966614,291.9133301,55843200
